Year,Month,Day,Y
2017,6,30,299.904938
2017,7,3,298.954376
2017,7,4,303.231934
2017,7,5,307.984802
2017,7,6,313.688202
2017,7,7,310.836487
2017,7,10,315.114075
2017,7,11,309.885925
2017,7,12,311.787079
2017,7,13,317.015198
2017,7,14,348.384033
2017,7,17,362.167297
2017,7,18,365.494293
2017,7,19,365.494293
2017,7,20,363.117859
2017,7,21,363.117859
2017,7,24,374.049438
2017,7,25,370.722443
2017,7,26,404.942963
2017,7,27,412.547516
2017,7,28,382.604553
2017,7,31,376.425842
2017,8,1,354.562744
2017,8,2,353.136871
2017,8,3,334.600769
2017,8,4,344.106476
2017,8,7,340.77948
2017,8,8,333.650177
2017,8,9,327.946777
2017,8,10,310.836487
2017,8,11,327.946777
2017,8,14,295.1521
2017,8,15,308.935364
2017,8,16,304.182495
2017,8,17,310.361206
2017,8,18,307.984802
2017,8,21,302.281372
2017,8,22,308.935364
2017,8,23,316.539917
2017,8,24,313
2017,8,25,310.5
2017,8,28,317.5
2017,8,29,317
2017,8,30,313.5
2017,8,31,319
2017,9,1,335
2017,9,4,328
2017,9,5,327
2017,9,6,325
2017,9,7,329.5
2017,9,8,335.5
2017,9,11,332.5
2017,9,12,350
2017,9,13,339.5
2017,9,14,356
2017,9,15,351
2017,9,18,353
2017,9,19,348
2017,9,20,352
2017,9,21,360
2017,9,22,345
2017,9,25,331.5
2017,9,26,320
2017,9,27,340
2017,9,28,338.5
2017,9,29,344
2017,10,2,388.5
2017,10,3,375.5
2017,10,5,384
2017,10,6,377.5
2017,10,11,365.5
2017,10,12,360
2017,10,13,361.5
2017,10,16,358
2017,10,17,329
2017,10,18,326
2017,10,19,330.5
2017,10,20,336.5
2017,10,23,336.5
2017,10,24,339
2017,10,25,323
2017,10,26,337.5
2017,10,27,335.5
2017,10,30,336.5
2017,10,31,337
2017,11,1,344
2017,11,2,352.5
2017,11,3,353
2017,11,6,351
2017,11,7,355
2017,11,8,369.5
2017,11,9,355
2017,11,10,363.5
2017,11,13,360
2017,11,14,365
2017,11,15,363
2017,11,16,358
2017,11,17,381
2017,11,20,381
2017,11,21,379.5
2017,11,22,365
2017,11,23,363
2017,11,24,365.5
2017,11,27,362.5
2017,11,28,356
2017,11,29,360
2017,11,30,353
2017,12,1,344
2017,12,4,342.5
2017,12,5,332
2017,12,6,334
2017,12,7,331.5
2017,12,8,356
2017,12,11,378.5
2017,12,12,375.5
2017,12,13,365
2017,12,14,367
2017,12,15,363.5
2017,12,18,363
2017,12,19,367
2017,12,20,365
2017,12,21,366
2017,12,22,362.5
2017,12,25,369
2017,12,26,356
2017,12,27,352
2017,12,28,356.5
2017,12,29,364
2018,1,2,358.5
2018,1,3,364
2018,1,4,374
2018,1,5,364
2018,1,8,358
2018,1,9,348.5
2018,1,10,341
2018,1,11,355.5
2018,1,12,354.5
2018,1,15,360.5
2018,1,16,365
2018,1,17,364
2018,1,18,360.5
2018,1,19,363.5
2018,1,22,370
2018,1,23,363
2018,1,24,362
2018,1,25,359.5
2018,1,26,359
2018,1,29,361
2018,1,30,363
2018,1,31,356.5
2018,2,1,350
2018,2,2,348
2018,2,5,343.5
2018,2,6,315.5
2018,2,7,314
2018,2,8,296
2018,2,9,289
2018,2,12,304.5
2018,2,21,325
2018,2,22,322.5
2018,2,23,326
2018,2,26,328.5
2018,2,27,326.5
2018,3,1,333
2018,3,2,338
2018,3,5,338.5
2018,3,6,334.5
2018,3,7,336
2018,3,8,340
2018,3,9,335
2018,3,12,335.5
2018,3,13,338
2018,3,14,352
2018,3,15,347
2018,3,16,360
2018,3,19,365.5
2018,3,20,370
2018,3,21,366
2018,3,22,374
2018,3,23,359.5
2018,3,26,382
2018,3,27,373.5
2018,3,28,373
2018,3,29,369.5
2018,3,30,363.5
2018,4,2,356
2018,4,3,356.5
2018,4,9,359
2018,4,10,358
2018,4,11,353
2018,4,12,368
2018,4,13,358.5
2018,4,16,370.5
2018,4,17,353
2018,4,18,355
2018,4,19,355
2018,4,20,347
2018,4,23,344.5
2018,4,24,340
2018,4,25,321
2018,4,26,339.5
2018,4,27,338
2018,4,30,345
2018,5,2,344.5
2018,5,3,328
2018,5,4,325
2018,5,7,321
2018,5,8,323.5
2018,5,9,328.5
2018,5,10,327
2018,5,11,320
2018,5,14,326
2018,5,15,319
2018,5,16,318
2018,5,17,313
2018,5,18,320
2018,5,21,323
2018,5,22,326.5
2018,5,23,341.5
2018,5,24,359
2018,5,25,358
2018,5,28,364
2018,5,29,359.5
2018,5,30,362
2018,5,31,375
2018,6,1,369.5
2018,6,4,373.5
2018,6,5,390
2018,6,6,389.5
2018,6,7,398.5
2018,6,8,389
2018,6,11,379.5
2018,6,12,417
2018,6,13,436
2018,6,14,422
2018,6,15,423
2018,6,19,450
2018,6,20,430
2018,6,21,455
2018,6,22,458
2018,6,25,478
2018,6,26,457
2018,6,27,450
2018,6,28,445
2018,6,29,487
2018,7,2,453
2018,7,3,465
2018,7,4,459.5
2018,7,5,453.5
2018,7,6,452
2018,7,9,465
2018,7,10,446
2018,7,11,459.5
2018,7,12,464
2018,7,13,472.5
2018,7,16,505
2018,7,17,521
2018,7,18,503
2018,7,19,479.5
2018,7,20,492
2018,7,23,477
2018,7,24,492
2018,7,25,485
2018,7,26,499.5
2018,7,27,507
2018,7,30,487.5
2018,7,31,509
2018,8,1,491.5
2018,8,2,488
2018,8,3,461
2018,8,6,474.5
2018,8,7,464
2018,8,8,470
2018,8,9,480
2018,8,10,494
2018,8,13,477
2018,8,14,498
2018,8,15,501
2018,8,16,486
2018,8,17,486
2018,8,20,440
2018,8,21,430
2018,8,22,443
2018,8,23,445
2018,8,24,447
2018,8,27,483.5
2018,8,28,513
2018,8,29,513
2018,8,30,513
2018,8,31,534
2018,9,3,573
2018,9,4,566
2018,9,5,550
2018,9,6,550
2018,9,7,510
2018,9,10,508
2018,9,11,543
2018,9,12,540
2018,9,13,558
2018,9,14,541
2018,9,17,561
2018,9,18,512
2018,9,19,514
2018,9,20,499
2018,9,21,540
2018,9,25,542
2018,9,26,534
2018,9,27,539
2018,9,28,537
2018,10,1,497.5
2018,10,2,506
2018,10,3,465
2018,10,4,452
2018,10,5,446.5
2018,10,8,421.5
2018,10,9,419
2018,10,11,407.5
2018,10,12,448
2018,10,15,440
2018,10,16,449.5
2018,10,17,441
2018,10,18,429
2018,10,19,471.5
2018,10,22,451
2018,10,23,433
2018,10,24,457.5
2018,10,25,412
2018,10,26,386
2018,10,29,386
2018,10,30,395
2018,10,31,427.5
2018,11,1,464
2018,11,2,493
2018,11,5,510
2018,11,6,467
2018,11,7,488
2018,11,8,524
2018,11,9,473
2018,11,12,426
2018,11,13,443.5
2018,11,14,441
2018,11,15,448
2018,11,16,448
2018,11,19,479.5
2018,11,20,444
2018,11,21,463
2018,11,22,462
2018,11,23,447.5
2018,11,26,475
2018,11,27,484
2018,11,28,480
2018,11,29,485.5
2018,11,30,492
2018,12,3,494.5
2018,12,4,489
2018,12,5,474.5
2018,12,6,458.5
2018,12,7,464
2018,12,10,454
2018,12,11,455.5
2018,12,12,477.5
2018,12,13,484
2018,12,14,493
2018,12,17,486.5
2018,12,18,478
2018,12,19,500
2018,12,20,482.5
2018,12,21,504
2018,12,24,489.5
2018,12,25,483
2018,12,26,480
2018,12,27,494.5
2018,12,28,500
2019,1,2,499
2019,1,3,469
2019,1,4,481
2019,1,7,481.5
2019,1,8,492.5
2019,1,9,507
2019,1,10,505
2019,1,11,506
2019,1,14,540
2019,1,15,546
2019,1,16,556
2019,1,17,541
2019,1,18,545
2019,1,21,555
2019,1,22,552
2019,1,23,575
2019,1,24,614
2019,1,25,589
2019,1,28,566
2019,1,29,553
2019,1,30,598
2019,2,11,638
2019,2,12,621
2019,2,13,668
2019,2,14,648
2019,2,15,629
2019,2,18,631
2019,2,19,638
2019,2,20,619
2019,2,21,610
2019,2,22,605
2019,2,25,586
2019,2,26,566
2019,2,27,586
2019,3,4,570
2019,3,5,576
2019,3,6,551
2019,3,7,533
2019,3,8,561
2019,3,11,556
2019,3,12,560
2019,3,13,536
2019,3,14,540
2019,3,15,529
2019,3,18,544
2019,3,19,563
2019,3,20,577
2019,3,21,581
2019,3,22,591
2019,3,25,576
2019,3,26,555
2019,3,27,563
2019,3,28,552
2019,3,29,565
2019,4,1,569
2019,4,2,589
2019,4,3,581
2019,4,8,595
2019,4,9,576
2019,4,10,563
2019,4,11,550
2019,4,12,549
2019,4,15,560
2019,4,16,550
2019,4,17,553
2019,4,18,551
2019,4,19,556
2019,4,22,566
2019,4,23,568
2019,4,24,554
2019,4,25,549
2019,4,26,539
2019,4,29,530
2019,4,30,534
2019,5,2,549
2019,5,3,543
2019,5,6,521
2019,5,7,531
2019,5,8,528
2019,5,9,500
2019,5,10,499
2019,5,13,501
2019,5,14,496
2019,5,15,510
2019,5,16,499.5
2019,5,17,489
2019,5,20,451
2019,5,21,454
2019,5,22,473
2019,5,23,481.5
2019,5,24,486
2019,5,27,486
2019,5,28,483.5
2019,5,29,531
2019,5,30,532
2019,5,31,562
2019,6,3,543
2019,6,4,519
2019,6,5,513
2019,6,6,487.5
2019,6,10,491
2019,6,11,520
2019,6,12,508
2019,6,13,496
2019,6,14,480
2019,6,17,480
2019,6,18,461
2019,6,19,481.5
2019,6,20,482
2019,6,21,452
2019,6,24,464
2019,6,25,460
2019,6,26,474
2019,6,27,486
2019,6,28,484
2019,7,1,504
2019,7,2,493
2019,7,3,498
2019,7,4,493
2019,7,5,503
2019,7,8,500
2019,7,9,490
2019,7,10,517
2019,7,11,520
2019,7,12,532
2019,7,15,552
2019,7,16,555
2019,7,17,562
2019,7,18,553
2019,7,19,539
2019,7,22,532
2019,7,23,536
2019,7,24,537
2019,7,25,535
2019,7,26,522
2019,7,29,537
2019,7,30,525
2019,7,31,535
2019,8,1,524
2019,8,2,530
2019,8,5,535
2019,8,6,537
2019,8,7,526
2019,8,8,538
2019,8,12,566
2019,8,13,550
2019,8,14,556
2019,8,15,545
2019,8,16,555
2019,8,19,571
2019,8,20,570
2019,8,21,570
2019,8,22,551
2019,8,23,518
2019,8,26,481
2019,8,27,489
2019,8,28,479
2019,8,29,489
2019,8,30,505
2019,9,2,509
2019,9,3,496.5
2019,9,4,508
2019,9,5,498
2019,9,6,484.5
2019,9,10,475
2019,9,11,485.5
2019,9,12,486
2019,9,16,478.5
2019,9,17,469
2019,9,18,454.5
2019,9,19,464
2019,9,20,477
2019,9,23,480
2019,9,24,479.5
2019,9,25,486
2019,9,26,488.5
2019,9,27,485
2019,10,1,480
2019,10,2,493
2019,10,3,492.5
2019,10,4,496
2019,10,7,508
2019,10,8,495.5
2019,10,9,500
2019,10,14,518
2019,10,15,503
2019,10,16,522
2019,10,17,537
2019,10,18,533
2019,10,21,512
2019,10,22,503
2019,10,23,490
2019,10,24,490
2019,10,25,500
2019,10,28,498.5
2019,10,29,502
2019,10,30,502
2019,10,31,490
2019,11,1,491
2019,11,4,503
2019,11,5,504
2019,11,6,507
2019,11,7,509
2019,11,8,513
2019,11,11,529
2019,11,12,533
2019,11,13,532
2019,11,14,538
2019,11,15,545
2019,11,18,532
2019,11,19,545
2019,11,20,555
2019,11,21,551
2019,11,22,545
2019,11,25,544
2019,11,26,551
2019,11,27,581
2019,11,28,581
2019,11,29,567
2019,12,2,601
2019,12,3,606
2019,12,4,614
2019,12,5,606
2019,12,6,606
2019,12,9,607
2019,12,10,602
2019,12,11,630
2019,12,12,628
2019,12,13,625
2019,12,16,624
2019,12,17,630
2019,12,18,640
2019,12,19,612
2019,12,20,608
2019,12,23,627
2019,12,24,629
2019,12,25,633
2019,12,26,635
2019,12,27,635
2019,12,30,650
2019,12,31,657
2020,1,2,639
2020,1,3,632
2020,1,6,616
2020,1,7,615
2020,1,8,635
2020,1,9,658
2020,1,10,658
2020,1,13,723
2020,1,14,709
2020,1,15,707
2020,1,16,769
2020,1,17,788
2020,1,20,818
2020,1,30,766
2020,1,31,798
2020,2,3,804
2020,2,4,813
2020,2,5,871
2020,2,6,958
2020,2,7,910
2020,2,10,900
2020,2,11,910
2020,2,12,959
2020,2,13,952
2020,2,14,951
2020,2,17,925
2020,2,18,895
2020,2,19,902
2020,2,20,903
2020,2,21,903
2020,2,24,813
2020,2,25,785
2020,2,26,785
2020,2,27,779
2020,3,2,771
2020,3,3,827
2020,3,4,802
2020,3,5,882
2020,3,6,900
2020,3,9,832
2020,3,10,859
2020,3,11,801
2020,3,12,776
2020,3,13,741
2020,3,16,684
2020,3,17,672
2020,3,18,685
2020,3,19,617
2020,3,20,626
2020,3,23,635
2020,3,24,698
2020,3,25,701
2020,3,26,743
2020,3,27,780
2020,3,30,802
2020,3,31,770
2020,4,1,788
2020,4,6,795
2020,4,7,786
2020,4,8,787
2020,4,9,778
2020,4,10,779
2020,4,13,706
2020,4,14,774
2020,4,15,758
2020,4,16,730
2020,4,17,737
2020,4,20,753
2020,4,21,736
2020,4,22,748
2020,4,23,761
2020,4,24,783
2020,4,27,799
2020,4,28,831
2020,4,29,876
2020,4,30,838
2020,5,4,846
2020,5,5,852
2020,5,6,854
2020,5,7,846
2020,5,8,866
2020,5,11,918
2020,5,12,930
2020,5,13,968
2020,5,14,956
2020,5,15,1050
2020,5,18,1100
2020,5,19,1105
2020,5,20,1165
2020,5,21,1145
2020,5,22,1170
2020,5,25,1170
2020,5,26,1185
2020,5,27,1115
2020,5,28,1170
2020,5,29,1135
2020,6,1,1200
2020,6,2,1090
2020,6,3,1125
2020,6,4,1085
2020,6,5,1120
2020,6,8,1145
2020,6,9,1165
2020,6,10,1280
2020,6,11,1325
2020,6,12,1370
2020,6,15,1300
2020,6,16,1360
2020,6,17,1330
2020,6,18,1420
2020,6,19,1365
2020,6,22,1460
2020,6,23,1425
2020,6,24,1560
2020,6,29,1455
2020,6,30,1435
2020,7,1,1530
2020,7,2,1550
2020,7,3,1585
2020,7,6,1720
2020,7,7,1685
2020,7,8,1680
2020,7,9,1720
2020,7,10,1735
2020,7,13,1710
2020,7,14,1665
2020,7,15,1605
2020,7,16,1620
2020,7,17,1605
2020,7,20,1600
2020,7,21,1730
2020,7,22,1685
2020,7,23,1810
2020,7,24,1720
2020,7,27,1830
2020,7,28,1750
2020,7,29,1850
2020,7,30,1805
2020,7,31,1850
2020,8,3,1780
2020,8,4,1790
2020,8,5,1885
2020,8,6,1960
2020,8,7,1950
2020,8,10,1815
2020,8,11,1800
2020,8,12,1705
2020,8,13,1775
2020,8,14,1845
2020,8,17,1780
2020,8,18,1685
2020,8,19,1700
2020,8,20,1645
2020,8,21,1685
2020,8,24,1765
2020,8,25,1715
2020,8,26,1775
2020,8,27,1740
2020,8,28,1760
2020,8,31,1765
2020,9,1,1665
2020,9,2,1700
2020,9,3,1690
2020,9,4,1525
2020,9,7,1375
2020,9,8,1480
2020,9,9,1430
2020,9,10,1430
2020,9,11,1485
2020,9,14,1470
2020,9,15,1500
2020,9,16,1490
2020,9,17,1495
2020,9,18,1475
2020,9,21,1465
2020,9,22,1465
2020,9,23,1555
2020,9,24,1405
2020,9,25,1415
2020,9,28,1460
2020,9,29,1395
2020,9,30,1455
2020,10,5,1510
2020,10,6,1470
2020,10,7,1500
2020,10,8,1545
2020,10,12,1515
2020,10,13,1570
2020,10,14,1505
2020,10,15,1525
2020,10,16,1500
2020,10,19,1505
2020,10,20,1655
2020,10,21,1640
2020,10,22,1575
2020,10,23,1580
2020,10,26,1570
2020,10,27,1550
2020,10,28,1545
2020,10,29,1500
2020,10,30,1435
2020,11,2,1425
2020,11,3,1440
2020,11,4,1405
2020,11,5,1475
2020,11,6,1620
2020,11,9,1610
2020,11,10,1525
2020,11,11,1465
2020,11,12,1425
2020,11,13,1455
2020,11,16,1560
2020,11,17,1540
2020,11,18,1575
2020,11,19,1540
2020,11,20,1510
2020,11,23,1575
2020,11,24,1590
2020,11,25,1545
2020,11,26,1635
2020,11,27,1620
2020,11,30,1645
2020,12,1,1645
2020,12,2,1655
2020,12,3,1655
2020,12,4,1650
2020,12,7,1705
2020,12,8,1665
2020,12,9,1690
2020,12,10,1610
2020,12,11,1680
2020,12,14,1640
2020,12,15,1645
2020,12,16,1745
2020,12,17,1695
2020,12,18,1680
2020,12,21,1670
2020,12,22,1595
2020,12,23,1595
2020,12,24,1585
2020,12,25,1570
2020,12,28,1535
2020,12,29,1535
2020,12,30,1580
2020,12,31,1570
2021,1,4,1625
2021,1,5,1715
2021,1,6,1705
2021,1,7,1745
2021,1,8,1835
2021,1,11,1885
2021,1,12,1860
2021,1,13,1915
2021,1,14,1840
2021,1,15,1785
2021,1,18,1730
2021,1,19,1765
2021,1,20,1715
2021,1,21,1750
2021,1,22,1855
2021,1,25,1785
2021,1,26,1845
2021,1,27,1945
2021,1,28,1895
2021,1,29,1905
2021,2,1,1980
2021,2,2,2045
2021,2,3,2025
2021,2,4,1935
2021,2,5,1955
2021,2,17,1910
2021,2,18,1855
2021,2,19,1755
2021,2,22,1745
2021,2,23,1700
2021,2,24,1665
2021,2,25,1745
2021,2,26,1700
2021,3,2,1685
2021,3,3,1730
2021,3,4,1720
2021,3,5,1675
2021,3,8,1690
2021,3,9,1595
2021,3,10,1620
2021,3,11,1540
2021,3,12,1535
2021,3,15,1545
2021,3,16,1570
2021,3,17,1560
2021,3,18,1555
2021,3,19,1465
2021,3,22,1495
2021,3,23,1505
2021,3,24,1505
2021,3,25,1500
2021,3,26,1540
2021,3,29,1505
2021,3,30,1515
2021,3,31,1490
2021,4,1,1480
2021,4,7,1490
2021,4,8,1490
2021,4,9,1345
2021,4,12,1245
2021,4,13,1215
2021,4,14,1210
2021,4,15,1215
2021,4,16,1290
2021,4,19,1190
2021,4,20,1175
2021,4,21,1130
2021,4,22,1090
2021,4,23,1090
2021,4,26,1150
2021,4,27,1130
2021,4,28,1240
2021,4,29,1180
2021,5,3,1115
2021,5,4,1045
2021,5,5,1015
2021,5,6,1055
2021,5,7,1075
2021,5,10,1035
2021,5,11,994
2021,5,12,1090
2021,5,13,1000
2021,5,14,1100
2021,5,17,1180
2021,5,18,1285
2021,5,19,1225
2021,5,20,1245
2021,5,21,1280
2021,5,24,1340
2021,5,25,1355
2021,5,26,1465
2021,5,27,1455
2021,5,28,1440
2021,5,31,1510
2021,6,1,1485
2021,6,2,1395
2021,6,3,1430
2021,6,4,1435
2021,6,7,1395
2021,6,8,1410
2021,6,9,1410
2021,6,10,1435
2021,6,11,1500
2021,6,15,1550
2021,6,16,1500
2021,6,17,1505
2021,6,18,1475
2021,6,21,1450
2021,6,22,1415
2021,6,23,1405
2021,6,24,1435
2021,6,25,1410
2021,6,28,1350
2021,6,29,1330
2021,6,30,1345
2021,7,1,1375
2021,7,2,1450
2021,7,5,1465
2021,7,6,1455
2021,7,7,1440
2021,7,8,1475
2021,7,9,1445
2021,7,12,1585
2021,7,13,1740
2021,7,14,1820
2021,7,15,1785
2021,7,16,1855
2021,7,19,1870
2021,7,20,1860
2021,7,21,1860
2021,7,22,1850
2021,7,23,1880
2021,7,26,1900
2021,7,27,1860
2021,7,28,1915
2021,7,29,2105
2021,7,30,1955
2021,8,2,2005
2021,8,3,2205
2021,8,4,2100
2021,8,5,2070
2021,8,6,2040
2021,8,9,1910
2021,8,10,1895
2021,8,11,1835
2021,8,12,1975
2021,8,13,1900
2021,8,16,1930
2021,8,17,1800
2021,8,18,1830
2021,8,19,1785
2021,8,20,1850
2021,8,23,1875
2021,8,24,1900
2021,8,25,1955
2021,8,26,1830
2021,8,27,1860
2021,8,30,2035
2021,8,31,2075
2021,9,1,2260
2021,9,2,2285
2021,9,3,2285
2021,9,6,2205
2021,9,7,2165
2021,9,8,2135
2021,9,9,2280
2021,9,10,2365
2021,9,13,2130
2021,9,14,2100
2021,9,15,2065
2021,9,16,1960
2021,9,17,2015
2021,9,22,1995
2021,9,23,1930
2021,9,24,1875
2021,9,27,1830
2021,9,28,1775
2021,9,29,1735
2021,9,30,1670
2021,10,1,1705
2021,10,4,1690
2021,10,5,1660
2021,10,6,1575
2021,10,7,1565
2021,10,8,1565
2021,10,12,1525
2021,10,13,1480
2021,10,14,1515
2021,10,15,1515
2021,10,18,1545
2021,10,19,1620
2021,10,20,1750
2021,10,21,1655
2021,10,22,1680
2021,10,25,1620
2021,10,26,1665
2021,10,27,1690
2021,10,28,1650
2021,10,29,1625
2021,11,1,1670
2021,11,2,1640
2021,11,3,1640
2021,11,4,1660
2021,11,5,1605
2021,11,8,1635
2021,11,9,1705
2021,11,10,1785
2021,11,11,1645
2021,11,12,1660
2021,11,15,1755
2021,11,16,1780
2021,11,17,1810
2021,11,18,1845
2021,11,19,1900
2021,11,22,1980
2021,11,23,1955
2021,11,24,1915
2021,11,25,1810
2021,11,26,1850
2021,11,29,1855
2021,11,30,1945
2021,12,1,2000
2021,12,2,2015
2021,12,3,2000
2021,12,6,2015
2021,12,7,1900
2021,12,8,1865
2021,12,9,1865
2021,12,10,1895
2021,12,13,1885
2021,12,14,1785
2021,12,15,1805
2021,12,16,1875
2021,12,17,1815
2021,12,20,1745
2021,12,21,1765
2021,12,22,1795
2021,12,23,1790
2021,12,24,1795
2021,12,27,1810
2021,12,28,1840
2021,12,29,1790
2021,12,30,1820
2022,1,3,1765
2022,1,4,1725
2022,1,5,1595
2022,1,6,1555
2022,1,7,1555
2022,1,10,1590
2022,1,11,1560
2022,1,12,1570
2022,1,13,1550
2022,1,14,1545
2022,1,17,1525
2022,1,18,1545
2022,1,19,1580
2022,1,20,1585
2022,1,21,1645
2022,1,24,1605
2022,1,25,1625
2022,1,26,1550
2022,2,7,1570
2022,2,8,1610
2022,2,9,1645
2022,2,10,1700
2022,2,11,1780
2022,2,14,1795
2022,2,15,1810
2022,2,16,1795
2022,2,17,1795
2022,2,18,1835
2022,2,21,1800
2022,2,22,1710
2022,2,23,1750
2022,2,24,1710
2022,2,25,1700
2022,3,1,1760
2022,3,2,1820
2022,3,3,1900
2022,3,4,1780
2022,3,7,1655
2022,3,8,1630
2022,3,9,1690
2022,3,10,1760
2022,3,11,1780
2022,3,14,1805
2022,3,15,1735
2022,3,16,1800
2022,3,17,1845
2022,3,18,1845
2022,3,21,1830
2022,3,22,1850
2022,3,23,1905
2022,3,24,1880
2022,3,25,1945
2022,3,28,1870
2022,3,29,1935
2022,3,30,2000
2022,3,31,1945
2022,4,1,1900
2022,4,6,1870
2022,4,7,1800
2022,4,8,1745
2022,4,11,1685
2022,4,12,1710
2022,4,13,1685
2022,4,14,1605
2022,4,15,1480
2022,4,18,1520
2022,4,19,1565
2022,4,20,1580
2022,4,21,1620
2022,4,22,1550
2022,4,25,1450
2022,4,26,1400
2022,4,27,1350
2022,4,28,1400
2022,4,29,1425
2022,5,3,1440
2022,5,4,1420
2022,5,5,1395
2022,5,6,1360
2022,5,9,1300
2022,5,10,1360
2022,5,11,1375
2022,5,12,1355
2022,5,13,1245
2022,5,16,1300
2022,5,17,1350
2022,5,18,1405
2022,5,19,1405
2022,5,20,1405
2022,5,23,1320
2022,5,24,1280
2022,5,25,1285
2022,5,26,1280
2022,5,27,1300
2022,5,30,1310
2022,5,31,1370
2022,6,1,1365
2022,6,2,1385
2022,6,6,1380
2022,6,7,1405
2022,6,8,1435
2022,6,9,1435
2022,6,10,1385
2022,6,13,1350
2022,6,14,1300
2022,6,15,1320
2022,6,16,1285
2022,6,17,1265
2022,6,20,1200
2022,6,21,1230
2022,6,22,1125
2022,6,23,1125
2022,6,24,1200
2022,6,27,1205
2022,6,28,1195
2022,6,29,1145
2022,6,30,1115
2022,7,1,1035
2022,7,4,1045
2022,7,5,1045
2022,7,6,985
2022,7,7,1040
2022,7,8,1055
2022,7,11,995
2022,7,12,911
2022,7,13,993
2022,7,14,1015
2022,7,15,1030
2022,7,18,1070
2022,7,19,1040
2022,7,20,1070
2022,7,21,1120
2022,7,22,1095
2022,7,25,1065
2022,7,26,1025
2022,7,27,1030
2022,7,28,994
2022,7,29,973
2022,8,1,993
2022,8,2,971
2022,8,3,963
2022,8,4,967
2022,8,5,961
2022,8,8,977
2022,8,9,971
2022,8,10,908
2022,8,11,909
2022,8,12,913
2022,8,15,977
2022,8,16,980
2022,8,17,983
2022,8,18,978
2022,8,19,1000
2022,8,22,995
2022,8,23,967
2022,8,24,960
2022,8,25,960
2022,8,26,990
2022,8,29,962
2022,8,30,918
2022,8,31,935
2022,9,1,890
2022,9,2,872
2022,9,5,840
2022,9,6,831
2022,9,7,817
2022,9,8,835
2022,9,12,851
2022,9,13,859
2022,9,14,833
2022,9,15,821
2022,9,16,805
2022,9,19,795
2022,9,20,757
2022,9,21,752
2022,9,22,748
2022,9,23,706
2022,9,26,670
2022,9,27,678
2022,9,28,641
2022,9,29,646
2022,9,30,664
2022,10,3,665
2022,10,4,704
2022,10,5,736
2022,10,6,737
2022,10,7,713
2022,10,11,652
2022,10,12,645
2022,10,13,626
2022,10,14,639
2022,10,17,633
2022,10,18,622
2022,10,19,616
2022,10,20,610
2022,10,21,579
2022,10,24,596
2022,10,25,555
2022,10,26,547
2022,10,27,597
2022,10,28,588
2022,10,31,582
2022,11,1,581
2022,11,2,610
2022,11,3,602
2022,11,4,599
2022,11,7,621
2022,11,8,625
2022,11,9,660
2022,11,10,601
2022,11,11,649
2022,11,14,713
2022,11,15,732
2022,11,16,738
2022,11,17,734
2022,11,18,741
2022,11,21,738
2022,11,22,732
2022,11,23,719
2022,11,24,749
2022,11,25,751
2022,11,28,747
2022,11,29,739
2022,11,30,741
2022,12,1,770
2022,12,2,785
2022,12,5,773
2022,12,6,733
2022,12,7,706
2022,12,8,704
2022,12,9,713
2022,12,12,711
2022,12,13,701
2022,12,14,723
2022,12,15,711
2022,12,16,717
2022,12,19,707
2022,12,20,683
2022,12,21,704
2022,12,22,716
2022,12,23,717
2022,12,26,707
2022,12,27,718
2022,12,28,687
2022,12,29,681
2022,12,30,670
2023,1,3,714
2023,1,4,750
2023,1,5,754
2023,1,6,771
2023,1,9,785
2023,1,10,799
2023,1,11,805
2023,1,12,792
2023,1,13,777
2023,1,16,810
2023,1,17,808
2023,1,30,888
2023,1,31,893
2023,2,1,908
2023,2,2,961
2023,2,3,964
2023,2,6,917
2023,2,7,949
2023,2,8,1010
2023,2,9,994
2023,2,10,948
2023,2,13,902
2023,2,14,892
2023,2,15,892
2023,2,16,920
2023,2,17,903
2023,2,20,950
2023,2,21,1005
2023,2,22,972
2023,2,23,1015
2023,2,24,991
2023,3,1,996
2023,3,2,980
2023,3,3,954
2023,3,6,955
2023,3,7,961
2023,3,8,951
2023,3,9,1045
2023,3,10,1095
2023,3,13,1095
2023,3,14,1090
2023,3,15,1095
2023,3,16,1165
2023,3,17,1265
2023,3,20,1260
2023,3,21,1190
2023,3,22,1195
2023,3,23,1205
2023,3,24,1210
2023,3,27,1190
2023,3,28,1155
2023,3,29,1125
2023,3,30,1145
2023,3,31,1145
2023,4,6,1125
2023,4,7,1175
2023,4,10,1210
2023,4,11,1330
2023,4,12,1310
2023,4,13,1275
2023,4,14,1335
2023,4,17,1270
2023,4,18,1270
2023,4,19,1240
2023,4,20,1225
2023,4,21,1170
2023,4,24,1190
2023,4,25,1115
2023,4,26,1120
2023,4,27,1110
2023,4,28,1135
2023,5,2,1155
2023,5,3,1110
2023,5,4,1090
2023,5,5,1140
2023,5,8,1125
2023,5,9,1110
2023,5,10,1080
2023,5,11,1110
2023,5,12,1170
2023,5,15,1160
2023,5,16,1200
2023,5,17,1175
2023,5,18,1180
2023,5,19,1230
2023,5,22,1250
2023,5,23,1280
2023,5,24,1245
